YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2/3/2010,9:00,79.8,117.6,249,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,140,24,615,27,31,24,140,10,615,16,31,10,-9900,99,-9900,99,-9900,99,0.6,51,0.061,1,0.046,1,0.288,51,0.17,0
2/3/2010,10:00,69.3,127.8,497,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,340,24,832,27,47,24,340,10,832,16,47,10,-9900,99,-9900,99,-9900,99,0.6,3,0.061,1,0.046,1,0.288,51,0.17,0
2/3/2010,11:00,60.3,140.2,697,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,516,24,921,27,60,24,516,10,921,16,60,10,-9900,99,-9900,99,-9900,99,0.6,51,0.061,1,0.046,1,0.287,51,0.17,0
2/3/2010,12:00,53.6,155.4,835,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,640,24,963,27,69,24,640,10,963,16,69,10,-9900,99,-9900,99,-9900,99,0.6,51,0.061,1,0.046,1,0.287,51,0.17,0
2/3/2010,13:00,50.2,173.1,901,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,699,24,979,27,72,24,699,10,979,16,72,10,-9900,99,-9900,99,-9900,99,0.6,3,0.061,1,0.046,1,0.287,51,0.17,0
2/3/2010,14:00,50.7,191.8,891,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,689,24,974,27,72,24,689,10,974,16,72,10,-9900,99,-9900,99,-9900,99,0.7,51,0.061,1,0.046,1,0.286,51,0.17,0
2/3/2010,15:00,55.1,208.9,806,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,610,24,949,27,67,24,610,10,949,16,67,10,-9900,99,-9900,99,-9900,99,0.7,51,0.061,1,0.046,1,0.286,51,0.17,0
2/3/2010,16:00,62.4,223.4,651,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,470,24,894,27,57,24,470,10,894,16,57,10,-9900,99,-9900,99,-9900,99,0.8,3,0.061,1,0.046,1,0.286,51,0.17,0
2/3/2010,17:00,71.9,235.2,437,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,286,24,784,27,43,24,286,10,784,16,43,10,-9900,99,-9900,99,-9900,99,0.8,51,0.061,1,0.046,1,0.286,51,0.17,0
2/3/2010,18:00,82.7,244.9,180,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,24,506,27,26,24,90,10,506,16,26,10,-9900,99,-9900,99,-9900,99,0.7,51,0.061,1,0.046,1,0.285,51,0.17,0
2/3/2010,19:00,89.1,250,4,246,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,39,27,0,24,1,10,39,16,0,10,-9900,99,-9900,99,-9900,99,0.7,3,0.061,1,0.046,1,0.285,51,0.17,0
2/3/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.061,1,0.046,1,0.285,51,0.17,0
2/3/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.061,1,0.046,1,0.285,51,0.17,0
2/3/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.061,1,0.046,1,0.284,51,0.17,0
2/3/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.061,1,0.046,1,0.284,51,0.17,0
2/3/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.061,1,0.046,1,0.284,51,0.17,0
2/4/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1,3,0.062,1,0.046,1,0.284,51,0.17,0
2/4/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1,51,0.062,1,0.046,1,0.283,51,0.17,0
2/4/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.046,1,0.283,51,0.17,0
2/4/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.062,1,0.046,1,0.283,51,0.17,0
2/4/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.062,1,0.046,1,0.282,51,0.17,0
2/4/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.062,1,0.046,1,0.282,51,0.17,0
2/4/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.062,1,0.046,1,0.282,51,0.17,0
2/4/2010,8:00,87.6,111,26,622,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,0,27,4,24,8,10,83,16,5,10,-9900,99,-9900,99,-9900,99,2,51,0.062,1,0.062,1,0.282,51,0.17,0
2/4/2010,9:00,79.6,117.4,253,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,43,28,0,31,43,28,132,10,537,16,36,10,-9900,99,-9900,99,-9900,99,2.1,51,0.062,1,0.062,1,0.281,51,0.17,0
2/4/2010,10:00,69.1,127.5,502,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,100,28,0,31,100,28,323,10,755,16,54,10,-9900,99,-9900,99,-9900,99,2.2,3,0.062,1,0.062,1,0.281,51,0.17,0
2/4/2010,11:00,60.1,140,702,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,125,28,0,31,125,28,492,10,848,16,69,10,-9900,99,-9900,99,-9900,99,2.4,51,0.062,1,0.062,1,0.281,51,0.17,0
2/4/2010,12:00,53.3,155.2,840,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,154,28,0,31,154,28,611,10,892,16,79,10,-9900,99,-9900,99,-9900,99,2.5,51,0.062,1,0.062,1,0.281,51,0.17,0
2/4/2010,13:00,49.9,173.1,907,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,168,28,0,31,168,28,668,10,908,16,84,10,-9900,99,-9900,99,-9900,99,2.6,3,0.062,1,0.062,1,0.28,51,0.17,0
2/4/2010,14:00,50.4,191.8,897,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,198,28,0,31,198,28,660,10,906,16,83,10,-9900,99,-9900,99,-9900,99,2.6,51,0.062,1,0.062,1,0.28,51,0.17,0
2/4/2010,15:00,54.8,209.1,811,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,176,24,0,27,176,24,585,10,882,16,77,10,-9900,99,-9900,99,-9900,99,2.6,51,0.062,1,0.062,1,0.28,51,0.17,0
2/4/2010,16:00,62.2,223.6,656,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,138,24,0,27,138,24,451,10,827,16,66,10,-9900,99,-9900,99,-9900,99,2.6,3,0.062,1,0.062,1,0.279,51,0.17,0
2/4/2010,17:00,71.7,235.4,442,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,85,24,0,27,85,24,273,10,712,16,50,10,-9900,99,-9900,99,-9900,99,2.6,51,0.062,1,0.062,1,0.279,51,0.17,0
2/4/2010,18:00,82.5,245.1,185,1408,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,29,25,0,28,29,25,86,10,430,16,30,10,-9900,99,-9900,99,-9900,99,2.6,51,0.062,1,0.062,1,0.279,51,0.17,0
2/4/2010,19:00,89,250.3,5,270,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,1,10,25,16,1,10,-9900,99,-9900,99,-9900,99,2.6,3,0.062,1,0.062,1,0.279,51,0.17,0
2/4/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,51,0.062,1,0.062,1,0.278,51,0.17,0
2/4/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,51,0.062,1,0.062,1,0.278,51,0.17,0
2/4/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.062,1,0.062,1,0.278,51,0.17,0
2/4/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.062,1,0.062,1,0.278,51,0.17,0
2/4/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.062,1,0.062,1,0.277,51,0.17,0
2/5/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.6,3,0.062,1,0.062,1,0.277,2,0.17,0
2/5/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.6,51,0.062,1,0.062,1,0.279,51,0.17,0
2/5/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,51,0.062,1,0.062,1,0.28,51,0.17,0
2/5/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.7,3,0.062,1,0.062,1,0.282,51,0.17,0
2/5/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.062,1,0.062,1,0.283,51,0.17,0
2/5/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,51,0.062,1,0.062,1,0.285,51,0.17,0
2/5/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3,3,0.062,1,0.062,1,0.287,51,0.17,0
2/5/2010,8:00,87.6,110.6,27,645,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,28,0,31,3,28,8,10,57,16,5,10,-9900,99,-9900,99,-9900,99,3.2,51,0.062,1,0.085,1,0.288,51,0.17,0
2/5/2010,9:00,79.4,117.1,257,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,33,28,0,31,33,28,128,10,472,16,42,10,-9900,99,-9900,99,-9900,99,3.3,51,0.062,1,0.085,1,0.29,51,0.17,0
2/5/2010,10:00,68.9,127.3,506,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,80,28,0,31,80,28,316,10,701,16,64,10,-9900,99,-9900,99,-9900,99,3.4,3,0.062,1,0.085,1,0.291,51,0.17,0
2/5/2010,11:00,59.8,139.8,707,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,122,28,0,31,122,28,484,10,803,16,81,10,-9900,99,-9900,99,-9900,99,3.3,51,0.062,1,0.085,1,0.293,51,0.17,0
2/5/2010,12:00,53.1,155.1,845,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,126,24,0,27,126,24,605,10,853,16,93,10,-9900,99,-9900,99,-9900,99,3.2,51,0.062,1,0.085,1,0.294,51,0.17,0
2/5/2010,13:00,49.6,173,912,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,138,24,0,27,138,24,664,10,873,16,98,10,-9900,99,-9900,99,-9900,99,3.1,3,0.062,1,0.085,1,0.296,51,0.17,0
2/5/2010,14:00,50.1,191.8,902,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,25,0,28,136,25,657,10,874,16,97,10,-9900,99,-9900,99,-9900,99,2.9,51,0.062,1,0.085,1,0.298,51,0.17,0
2/5/2010,15:00,54.5,209.2,817,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,121,25,0,28,121,25,584,10,851,16,90,10,-9900,99,-9900,99,-9900,99,2.6,51,0.062,1,0.085,1,0.299,51,0.17,0
2/5/2010,16:00,61.9,223.8,661,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,94,24,0,27,94,24,451,10,795,16,77,10,-9900,99,-9900,99,-9900,99,2.4,3,0.062,1,0.085,1,0.301,51,0.17,0
2/5/2010,17:00,71.5,235.6,447,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,57,25,0,28,57,25,272,10,672,16,58,10,-9900,99,-9900,99,-9900,99,2.2,51,0.062,1,0.085,1,0.302,51,0.17,0
2/5/2010,18:00,82.3,245.4,189,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,19,25,0,28,19,25,85,10,378,16,35,10,-9900,99,-9900,99,-9900,99,2.1,51,0.062,1,0.085,1,0.304,51,0.17,0
2/5/2010,19:00,89,250.6,5,293,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,25,0,28,0,25,1,10,15,16,1,10,-9900,99,-9900,99,-9900,99,1.9,3,0.062,1,0.085,1,0.306,51,0.17,0
2/5/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.062,1,0.085,1,0.307,51,0.17,0
2/5/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.062,1,0.085,1,0.309,51,0.17,0
2/5/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.062,1,0.085,1,0.31,51,0.17,0
2/5/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.062,1,0.085,1,0.312,51,0.17,0
2/5/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.062,1,0.085,1,0.313,51,0.17,0
2/6/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,3,0.062,1,0.085,1,0.315,2,0.17,0
2/6/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.062,1,0.085,1,0.314,51,0.17,0
2/6/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.062,1,0.085,1,0.313,51,0.17,0
2/6/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.062,1,0.085,1,0.312,51,0.17,0
2/6/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.062,1,0.085,1,0.311,51,0.17,0
2/6/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.062,1,0.085,1,0.31,51,0.17,0
2/6/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.062,1,0.085,1,0.309,51,0.17,0
2/6/2010,8:00,87.5,110.3,29,668,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,0,27,4,24,12,10,171,16,4,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.308,51,0.17,0
2/6/2010,9:00,79.3,116.9,262,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,54,25,0,28,54,25,151,10,678,16,25,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.307,51,0.17,0
2/6/2010,10:00,68.7,127.1,511,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,112,24,0,27,112,24,351,10,862,16,38,10,-9900,99,-9900,99,-9900,99,1.1,3,0.062,1,0.027,1,0.306,51,0.17,0
2/6/2010,11:00,59.6,139.5,712,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,161,24,0,27,161,24,525,10,940,16,49,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.305,51,0.17,0
2/6/2010,12:00,52.8,154.9,850,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,194,24,0,27,194,24,647,10,977,16,56,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.304,51,0.17,0
2/6/2010,13:00,49.3,172.9,917,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,210,24,0,27,210,24,707,10,992,16,60,10,-9900,99,-9900,99,-9900,99,1.1,3,0.062,1,0.027,1,0.303,51,0.17,0
2/6/2010,14:00,49.8,191.9,908,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,208,24,0,27,208,24,699,10,991,16,59,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.302,51,0.17,0
2/6/2010,15:00,54.2,209.3,822,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,187,24,0,27,187,24,623,10,973,16,55,10,-9900,99,-9900,99,-9900,99,1.1,51,0.062,1,0.027,1,0.301,51,0.17,0
2/6/2010,16:00,61.7,224,667,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,150,24,0,27,150,24,487,10,928,16,47,10,-9900,99,-9900,99,-9900,99,1,3,0.062,1,0.027,1,0.3,51,0.17,0
2/6/2010,17:00,71.2,235.8,452,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,98,24,0,27,98,24,303,10,835,16,35,10,-9900,99,-9900,99,-9900,99,1,51,0.062,1,0.027,1,0.299,51,0.17,0
2/6/2010,18:00,82.1,245.6,194,1407,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,38,24,0,27,38,24,104,10,598,16,21,10,-9900,99,-9900,99,-9900,99,0.9,51,0.062,1,0.027,1,0.298,51,0.17,0
2/6/2010,19:00,88.9,250.9,6,317,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,2,10,78,16,1,10,-9900,99,-9900,99,-9900,99,0.8,3,0.062,1,0.027,1,0.297,51,0.17,0
2/6/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.062,1,0.027,1,0.296,51,0.17,0
2/6/2010,21:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.062,1,0.027,1,0.295,51,0.17,0
2/6/2010,22:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.062,1,0.027,1,0.294,51,0.17,0
2/6/2010,23:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.062,1,0.027,1,0.293,51,0.17,0
2/6/2010,24:00:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.062,1,0.027,1,0.292,51,0.17,0
2/7/2010,1:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.063,1,0.027,1,0.291,2,0.17,0
2/7/2010,2:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.027,1,0.291,51,0.17,0
2/7/2010,3:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.063,1,0.027,1,0.292,51,0.17,0
2/7/2010,4:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.063,1,0.027,1,0.292,51,0.17,0
2/7/2010,5:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.063,1,0.027,1,0.293,51,0.17,0
2/7/2010,6:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.027,1,0.293,51,0.17,0
2/7/2010,7:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.063,1,0.027,1,0.294,51,0.17,0
2/7/2010,8:00,87.4,110,31,691,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,8,24,5,27,8,24,10,10,101,16,6,10,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.062,1,0.294,51,0.17,0
2/7/2010,9:00,79.1,116.6,266,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,146,24,578,27,37,24,146,10,578,16,37,10,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.062,1,0.294,51,0.17,0
2/7/2010,10:00,68.5,126.8,515,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,347,24,796,27,55,24,347,10,796,16,55,10,-9900,99,-9900,99,-9900,99,0.7,3,0.063,1,0.062,1,0.295,51,0.17,0
2/7/2010,11:00,59.3,139.3,717,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,524,24,890,27,70,24,524,10,890,16,70,10,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.062,1,0.295,51,0.17,0
2/7/2010,12:00,52.5,154.8,856,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,649,24,935,27,80,24,649,10,935,16,80,10,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.062,1,0.296,51,0.17,0
2/7/2010,13:00,49,172.9,923,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,339,24,154,27,238,24,709,10,952,16,84,10,-9900,99,-9900,99,-9900,99,0.8,3,0.063,1,0.062,1,0.296,51,0.17,0
2/7/2010,14:00,49.5,191.9,913,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,220,24,56,27,184,24,700,10,949,16,84,10,-9900,99,-9900,99,-9900,99,0.8,51,0.063,1,0.062,1,0.296,51,0.17,0
2/7/2010,15:00,53.9,209.5,828,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,100,24,19,27,89,24,622,10,924,16,78,10,-9900,99,-9900,99,-9900,99,0.9,51,0.063,1,0.062,1,0.297,51,0.17,0
2/7/2010,16:00,61.4,224.2,672,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,142,24,0,27,142,24,482,10,869,16,67,10,-9900,99,-9900,99,-9900,99,0.9,3,0.063,1,0.062,1,0.297,51,0.17,0
2/7/2010,17:00,71,236,457,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,237,24,148,27,189,24,296,10,755,16,51,10,-9900,99,-9900,99,-9900,99,0.9,51,0.063,1,0.062,1,0.298,51,0.17,0
2/7/2010,18:00,81.9,245.8,199,1406,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,32,24,0,27,32,24,98,10,477,16,31,10,-9900,99,-9900,99,-9900,99,0.9,51,0.063,1,0.062,1,0.298,51,0.17,0
2/7/2010,19:00,88.8,251.2,7,340,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,2,10,35,16,1,10,-9900,99,-9900,99,-9900,99,0.9,3,0.063,1,0.062,1,0.299,51,0.17,0
2/7/2010,20:00,99,-99,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.063,1,0.062,1,0.299,51,0.17,0
